-1.339049999999998519e+00,1.198064000000000462e+00
-1.289049999999997809e+00,1.498064000000001172e+00
-1.239049999999998875e+00,1.798064000000000107e+00
-1.139049999999999230e+00,2.098064000000000817e+00
-1.039049999999997809e+00,2.398064000000001528e+00
-8.890499999999992298e-01,2.698064000000000462e+00
-7.890499999999978087e-01,2.998064000000001172e+00
-6.890499999999981640e-01,3.298064000000001883e+00
-3.890499999999992298e-01,3.498064000000001172e+00
-8.904999999999851923e-02,3.648064000000001528e+00
1.609500000000014808e-01,3.948064000000001350e+00
2.109500000000021913e-01,4.248064000000001172e+00
4.109500000000014808e-01,4.548064000000000995e+00
7.109500000000021913e-01,4.848064000000000817e+00
1.010950000000001125e+00,5.148064000000001528e+00
1.310950000000001836e+00,5.248064000000001172e+00
1.610950000000000770e+00,5.298064000000000995e+00
1.910950000000001481e+00,5.298064000000000995e+00
2.210950000000002191e+00,5.348064000000000817e+00
2.510950000000001125e+00,5.398064000000001528e+00
2.810950000000001836e+00,5.448064000000001350e+00
3.110950000000000770e+00,5.548064000000000995e+00
3.410950000000001481e+00,5.548064000000000995e+00
3.710950000000002191e+00,5.598064000000000817e+00
4.010950000000001125e+00,5.648064000000001528e+00
4.310950000000001836e+00,5.698064000000001350e+00
4.610950000000000770e+00,5.698064000000001350e+00
4.860950000000000770e+00,5.548064000000000995e+00
5.010950000000002902e+00,5.248064000000001172e+00
5.110950000000000770e+00,4.948064000000001350e+00
5.410950000000001481e+00,4.898064000000001528e+00
5.710950000000002191e+00,4.798064000000000995e+00
6.010950000000002902e+00,4.748064000000001172e+00
6.310950000000000060e+00,4.748064000000001172e+00
6.610950000000000770e+00,4.748064000000001172e+00
6.910950000000001481e+00,4.648064000000001528e+00
7.210950000000002191e+00,4.448064000000001350e+00
7.510950000000002902e+00,4.448064000000001350e+00
7.810950000000000060e+00,4.448064000000001350e+00
8.110950000000000770e+00,4.448064000000001350e+00
8.410950000000001481e+00,4.448064000000001350e+00
8.710950000000002191e+00,4.448064000000001350e+00
8.960950000000002191e+00,4.248064000000001172e+00
9.210950000000002191e+00,3.948064000000001350e+00
9.410950000000001481e+00,3.648064000000001528e+00
9.610950000000000770e+00,3.348064000000000817e+00
9.860950000000000770e+00,3.098064000000000817e+00
9.810950000000003612e+00,2.798064000000001883e+00
9.810950000000003612e+00,2.498064000000001172e+00
9.810950000000003612e+00,2.198064000000000462e+00
9.810950000000003612e+00,1.898064000000001528e+00
9.660950000000001481e+00,1.598064000000000817e+00
9.560950000000003612e+00,1.298064000000000107e+00
9.410950000000001481e+00,9.980640000000011725e-01
9.310950000000003612e+00,6.980640000000004619e-01
9.160950000000001481e+00,3.980640000000015277e-01
8.860950000000000770e+00,1.980640000000004619e-01
8.560950000000003612e+00,1.480640000000015277e-01
8.260950000000002902e+00,4.806400000000010664e-02
7.960950000000002191e+00,-5.193599999999953809e-02
7.660950000000001481e+00,-1.519359999999991828e-01
7.360950000000000770e+00,-2.519359999999988275e-01
7.060950000000000060e+00,-3.019359999999995381e-01
6.760950000000002902e+00,-4.019359999999991828e-01
6.460950000000002191e+00,-5.519359999999995381e-01
6.160950000000001481e+00,-6.019359999999984723e-01
5.860950000000000770e+00,-6.519359999999991828e-01
5.560950000000000060e+00,-7.019359999999998934e-01
5.260950000000002902e+00,-7.519359999999988275e-01
4.960950000000002191e+00,-7.519359999999988275e-01
4.660950000000001481e+00,-8.019359999999995381e-01
4.360950000000000770e+00,-8.519359999999984723e-01
4.060950000000001836e+00,-8.519359999999984723e-01
3.810950000000001836e+00,-9.019359999999991828e-01
3.510950000000001125e+00,-9.019359999999991828e-01
3.210950000000002191e+00,-9.019359999999991828e-01
2.910950000000001481e+00,-9.019359999999991828e-01
2.610950000000000770e+00,-9.019359999999991828e-01
2.310950000000001836e+00,-9.019359999999991828e-01
2.010950000000001125e+00,-9.019359999999991828e-01
1.710950000000002191e+00,-9.019359999999991828e-01
1.410950000000001481e+00,-9.019359999999991828e-01
1.110950000000000770e+00,-8.519359999999984723e-01
8.109500000000018360e-01,-7.519359999999988275e-01
5.109500000000011255e-01,-7.019359999999998934e-01
2.109500000000021913e-01,-6.519359999999991828e-01
-8.904999999999851923e-02,-5.519359999999995381e-01
-3.890499999999992298e-01,-4.519359999999998934e-01
-6.890499999999981640e-01,-3.519359999999984723e-01
-9.890499999999988745e-01,-2.519359999999988275e-01
-1.289049999999997809e+00,-1.519359999999991828e-01
-1.539049999999997809e+00,9.806400000000081718e-02
-1.539049999999997809e+00,3.980640000000015277e-01
-1.439049999999998164e+00,6.980640000000004619e-01
-1.389049999999999230e+00,9.980640000000011725e-01
