-1.382856163619176293e+00,1.061250262910757636e+00,4.112000038403338387e+00,-3.054497458876872379e-02,2.067688620103637742e+00,2.352545924798262078e+00
-1.409320900248858033e+00,9.860225679325352877e-01,4.077677220389341883e+00,-8.979838910421408804e-03,2.128392842346282787e+00,2.374372848542590564e+00
-1.436112987173301603e+00,9.110350591615835603e-01,4.043354402375345380e+00,8.759256481832883301e-02,2.190373525855993542e+00,2.395541141046325428e+00
-1.462138772878799342e+00,8.365645575338883644e-01,4.009031584361348877e+00,2.463543217406716779e-01,2.252539251175689650e+00,2.415732888139062950e+00
-1.486304605851644922e+00,7.628878839854359439e-01,3.974708766347353261e+00,4.269418705604592912e-01,2.313741612415965765e+00,2.439325753508988726e+00
-1.507516834578127796e+00,6.902818594522224238e-01,3.940385948333356758e+00,6.428926463522393053e-01,2.372874762966376228e+00,2.466781444452819549e+00
-1.524681807544541190e+00,6.190233048702340479e-01,3.906063130319360255e+00,9.089600369608445973e-01,2.428875146344769309e+00,2.498465019869010373e+00
-1.536705873237177222e+00,5.493890411754569492e-01,3.871740312305363751e+00,1.237976355243840310e+00,2.480722176481610308e+00,2.534660792104708626e+00
-1.542495380142327122e+00,4.816558893038872524e-01,3.837417494291367692e+00,1.626258797975521642e+00,2.527440359781734536e+00,2.538565409363516157e+00
-1.540956676746283005e+00,4.161006701915110351e-01,3.803094676277371189e+00,1.979546016858010349e+00,2.568103321544123574e+00,2.524192153241125336e+00
-1.531095958797524137e+00,3.529782548908185769e-01,3.768771858263375130e+00,2.123298715605162368e+00,2.601929619436704311e+00,2.519731512322858968e+00
-1.512886915806505028e+00,2.923308258447897545e-01,3.734449040249378626e+00,2.031595247485659339e+00,2.628972114337160715e+00,2.520764747616935253e+00
-1.486846451181197182e+00,2.340811482835121193e-01,3.700126222235382123e+00,1.824183754732360718e+00,2.649675770503797434e+00,2.531562934317315605e+00
-1.453497492193753793e+00,1.781506631832789900e-01,3.665803404221386064e+00,1.581025870367500197e+00,2.664935436120915657e+00,2.551549968399380752e+00
-1.413362966116325614e+00,1.244608115203754140e-01,3.631480586207389560e+00,1.338539058124665448e+00,2.675389305787757355e+00,2.580116537961271383e+00
-1.366965800221061400e+00,7.293303427108660530e-02,3.597157768193393501e+00,1.117955866978601831e+00,2.681672340378066455e+00,2.616627272887016353e+00
-1.314828921780116566e+00,2.348877241170529984e-02,3.562834950179396998e+00,9.279351735760781317e-01,2.684413597057992984e+00,2.660428370259561248e+00
-1.257475258065640755e+00,-2.395053308148319474e-02,3.528512132165400494e+00,7.692738579283860956e-01,2.684013285462108822e+00,2.710677817071733831e+00
