-6.857825326412740896e-01,-1.295769832241406849e-01,2.500000000000000000e+00,2.708775352091202238e-01,9.428257131219027753e-01,1.336336318828537317e+00,-7.852719156659685451e-01,0.000000000000000000e+00
-5.529083566530221816e-01,-2.565851571706947443e-01,2.500000000000000000e+00,9.843746002682765006e-01,9.493640148762412245e-01,1.219505911566352685e+00,-6.706084154684627263e-01,0.000000000000000000e+00
-4.012365978386198684e-01,-3.617481319242623061e-01,2.500000000000000000e+00,1.040389277474892182e+00,9.564646989426116575e-01,1.113730059865304378e+00,-4.542952369368147281e-01,0.000000000000000000e+00
-2.225753557158130780e-01,-4.030888909345216042e-01,2.500000000000000000e+00,1.130658170864930145e+00,9.294235828754049411e-01,1.074007192512661746e+00,1.434968221931269550e-01,0.000000000000000000e+00
-3.951463147279477006e-02,-3.840783027121291160e-01,2.500000000000000000e+00,1.169586008744992744e+00,8.731662320830898549e-01,1.095159255793542119e+00,1.434968221931269550e-01,0.000000000000000000e+00
1.421934900245899469e-01,-3.557466814638158836e-01,2.500000000000000000e+00,5.811454504234596641e-01,8.341703547705169308e-01,1.118238671559370401e+00,1.434968221931272603e-01,0.000000000000000000e+00
3.243115307373894973e-01,-3.300544553467998354e-01,2.500000000000000000e+00,1.381883449998081714e-01,8.167980485379550126e-01,1.126799499775237301e+00,1.434968221931269272e-01,0.000000000000000000e+00
5.063071831088243879e-01,-3.035741930017229473e-01,2.500000000000000000e+00,5.107486464025202261e-02,8.116243570028986998e-01,1.136512389747251772e+00,1.434968221931269272e-01,0.000000000000000000e+00
6.883388865398413214e-01,-2.773260568599573705e-01,2.544275828783407967e+00,5.107486464025202261e-02,8.121767478009371821e-01,1.149494505778585474e+00,1.434968221931273158e-01,0.000000000000000000e+00
8.703600953596024592e-01,-2.510103478286781487e-01,2.588551657566815933e+00,5.107486464025202261e-02,8.141766147990062708e-01,1.171256940123575951e+00,1.434968221931268439e-01,0.000000000000000000e+00
1.052384327102340089e+00,-2.247141028475979629e-01,2.749429723711942941e+00,1.883543096185582438e-02,8.197920857476507228e-01,1.199069436817479906e+00,1.434968221931270937e-01,0.000000000000000000e+00
1.234407696460859682e+00,-1.984123051316838415e-01,3.071185856002196513e+00,1.883543096185582438e-02,8.272575971244484627e-01,1.227969030731648203e+00,1.434968221931267607e-01,0.000000000000000000e+00
1.416431309644787362e+00,-1.721120773631394096e-01,3.392941988292450084e+00,1.883543096185582438e-02,8.299373234437862346e-01,1.248978853978754744e+00,1.434968221931270937e-01,0.000000000000000000e+00
1.598454854474612885e+00,-1.458114094749878853e-01,3.553820054437577092e+00,9.269688383733454620e-03,8.331043998572258413e-01,1.259292969325457534e+00,1.434968221931270660e-01,0.000000000000000000e+00
1.780478418310191602e+00,-1.195108639614185647e-01,3.798524415407789512e+00,9.269688383733454620e-03,8.334112041873874555e-01,1.267398784384582866e+00,1.434968221931270937e-01,0.000000000000000000e+00
1.962501976903743284e+00,-9.321028469539180406e-02,4.043228776378001932e+00,9.269688383733454620e-03,8.296703788696440096e-01,1.275452344483728240e+00,1.434968221931267607e-01,0.000000000000000000e+00
2.144525536931461307e+00,-6.690971466369853571e-02,4.287933137348214352e+00,9.269688383733454620e-03,8.221534703708032188e-01,1.286205213129591129e+00,1.434968221931273991e-01,0.000000000000000000e+00
2.326549096570035502e+00,-4.060914212638579157e-02,4.532637498318426772e+00,9.269688383733454620e-03,8.115372085814128722e-01,1.298398984501375475e+00,1.434968221931267607e-01,0.000000000000000000e+00
2.508572656313293958e+00,-1.430857026310620485e-02,4.632917115021410126e+00,8.764169094425186893e-03,7.984625073500160042e-01,1.310592499430996316e+00,1.434968221931270937e-01,0.000000000000000000e+00
2.690596216028648069e+00,1.199200177983750573e-02,4.833476348427376834e+00,8.764169094425186893e-03,7.839426907867408367e-01,1.322048049008477832e+00,1.434968221931270937e-01,0.000000000000000000e+00
2.872619775751366067e+00,3.829257377536785661e-02,5.034035581833343542e+00,8.764169094425186893e-03,7.695596054995926805e-01,1.332508594151268433e+00,1.434968221931267607e-01,0.000000000000000000e+00
3.054643335472162491e+00,6.459314578327186862e-02,5.234594815239310250e+00,8.764169094425186893e-03,7.569729678931640393e-01,1.343139584205364612e+00,1.434968221931273991e-01,0.000000000000000000e+00
3.236666895193453186e+00,9.089371778798759072e-02,5.435154048645276958e+00,8.764169094425186893e-03,7.462186812886276721e-01,1.354263066615414735e+00,1.434968221931264831e-01,0.000000000000000000e+00
3.418690454914619981e+00,1.171942897935126654e-01,5.535433665348260313e+00,6.372702904081812940e-03,7.365119426567281469e-01,1.365625696497860364e+00,1.434968221931273991e-01,0.000000000000000000e+00
3.600714014635816529e+00,1.434948617988358599e-01,5.699906205365349976e+00,6.372702904081812940e-03,7.321964800115223770e-01,1.376827569183736610e+00,1.434968221931270660e-01,0.000000000000000000e+00
3.782737574357005528e+00,1.697954338042083067e-01,5.864378745382440528e+00,6.372702904081812940e-03,7.316655209860782882e-01,1.387707947977542711e+00,1.434968221931271493e-01,0.000000000000000000e+00
3.964761134078196303e+00,1.960960058095691239e-01,6.028851285399530191e+00,6.372702904081812940e-03,7.339450496615824715e-01,1.397862882320384470e+00,1.434968221931273991e-01,0.000000000000000000e+00
4.146784693799387078e+00,2.223965778149324668e-01,6.193323825416619854e+00,6.372702904081812940e-03,7.400258236058706585e-01,1.408876041387439271e+00,1.434968221931273991e-01,0.000000000000000000e+00
4.328808253520577409e+00,2.486971498202953379e-01,6.357796365433710406e+00,6.372702904081812940e-03,7.476459221491356111e-01,1.421995298632394045e+00,1.434968221931261501e-01,0.000000000000000000e+00
4.510831813241768629e+00,2.749977218256583478e-01,6.522268905450800069e+00,6.372702904081812940e-03,7.545856402709550936e-01,1.435852714615138748e+00,1.434968221931273991e-01,0.000000000000000000e+00
4.692855372962958960e+00,3.012982938310213021e-01,6.598314018974789974e+00,-3.148430946738523428e-04,7.586700155063672568e-01,1.446519368439080910e+00,1.434968221931273991e-01,0.000000000000000000e+00
4.874878932684149291e+00,3.275988658363842010e-01,6.750404246022769783e+00,-3.148430946738523428e-04,7.577972488447625166e-01,1.449978816594800435e+00,1.434968221931268162e-01,0.000000000000000000e+00
5.056902492405339622e+00,3.538994378417470443e-01,6.902494473070749592e+00,-3.148430946738523428e-04,7.513753851428660591e-01,1.445174428407444145e+00,1.434968221931267052e-01,0.000000000000000000e+00
5.238926052126529953e+00,3.802000098471100542e-01,7.054584700118729401e+00,-3.148430946738523428e-04,7.410668379627598501e-01,1.439288042119653666e+00,1.434968221931268162e-01,0.000000000000000000e+00
5.420949611847720284e+00,4.065005818524730641e-01,7.206674927166708322e+00,-3.148430946738523428e-04,7.287175141450638050e-01,1.433514220262535943e+00,1.434968221931273991e-01,0.000000000000000000e+00
5.602973171568910615e+00,4.328011538578359074e-01,7.358765154214688131e+00,-3.148430946738523428e-04,7.142919184197263904e-01,1.429869045615353551e+00,1.434968221931273991e-01,0.000000000000000000e+00
5.784996731290101835e+00,4.591017258631988618e-01,7.510855381262667940e+00,-3.148430946738523428e-04,7.000581517311196267e-01,1.426473004887091722e+00,1.434968221931268162e-01,0.000000000000000000e+00
5.967020291011293054e+00,4.854022978685617606e-01,7.567433750670728543e+00,-3.394152760717000349e-03,6.882517297706167714e-01,1.421119078060023133e+00,1.434968221931267052e-01,0.000000000000000000e+00
6.149043850732483385e+00,5.117028698739246595e-01,7.680590489486849748e+00,-3.394152760717000349e-03,6.804255061361009771e-01,1.414468487820032871e+00,1.434968221931268162e-01,0.000000000000000000e+00
6.331067410453673716e+00,5.380034418792877249e-01,7.793747228302970953e+00,-3.394152760717000349e-03,6.742587497147797260e-01,1.409620355973652206e+00,1.434968221931273991e-01,0.000000000000000000e+00
6.513090970174864047e+00,5.643040138846506792e-01,7.906903967119092158e+00,-3.394152760717000349e-03,6.694706033943862433e-01,1.408658640008409568e+00,1.434968221931273991e-01,0.000000000000000000e+00
6.695114529896054378e+00,5.906045858900133005e-01,8.020060705935213363e+00,-3.394152760717000349e-03,6.669574681191573484e-01,1.413753590855429065e+00,1.434968221931267052e-01,0.000000000000000000e+00
