-8.106667240115767115e+00,7.113209581873299214e+00,5.226414604792134710e+00,-2.627121025822671749e-03,1.022637270350402083e+00,8.973698554936642147e-01,-2.930590890430473827e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.206667240115766759e+00,7.091790587737951235e+00,5.274815435954822718e+00,-2.627121025822671749e-03,1.021913056193922698e+00,9.216804277416857927e-01,-2.930590890430473827e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.306667240115766404e+00,7.070371593602603255e+00,5.323216267117510725e+00,-2.627121025822671749e-03,1.021417040772898854e+00,9.260657628643863548e-01,-2.930590890430469386e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.406667240115766049e+00,7.048952599467254387e+00,5.371617098280197844e+00,-2.627121025822671749e-03,1.021126680407308474e+00,9.114552965577060739e-01,-2.930590890430469386e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.506667240115765694e+00,7.027533605331906408e+00,5.420017929442885851e+00,-2.627121025822671749e-03,1.021020365294700749e+00,8.948612520324138453e-01,-2.930590890430473827e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.606667240115765338e+00,7.006114611196558428e+00,5.468418760605573858e+00,-2.627121025822671749e-03,1.021077129306894982e+00,8.794689179823667047e-01,-2.995325935226037739e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.652059373215394089e+00,7.006114611196558428e+00,5.468418760605573858e+00,-1.044740151363637501e-02,1.030591077907672126e+00,8.661850858722118796e-01,-2.991462014223512433e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.752059373215393734e+00,6.984121311280031996e+00,5.503983841243862862e+00,-1.044740151363637501e-02,1.030271414506314542e+00,8.558185106454825331e-01,-2.925106257214112215e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.852059373215393379e+00,6.962128011363505564e+00,5.539548921882151866e+00,-1.044740151363637501e-02,1.030078894822388680e+00,8.529627095547970272e-01,-2.925106257214108219e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.952059373215393023e+00,6.940134711446978244e+00,5.575114002520441758e+00,-1.044740151363637501e-02,1.029998340916864041e+00,8.539933214757927660e-01,-2.925106257214108219e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.052059373215392668e+00,6.918141411530451812e+00,5.610679083158730762e+00,-1.044740151363637501e-02,1.029996607740408354e+00,8.596263865296243090e-01,-2.925106257214112215e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.152059373215392313e+00,6.896148111613925380e+00,5.646244163797019766e+00,-1.044740151363637501e-02,1.030012606262655783e+00,8.715750845905863020e-01,-3.008958455837088763e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.216905101648070087e+00,6.896148111613925380e+00,5.646244163797019766e+00,-3.042998650135664285e-02,1.043671122725307931e+00,8.648741407405758919e-01,-3.015802565714519101e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.316905101648069731e+00,6.875302086890886066e+00,5.670285887270617664e+00,-3.042998650135664285e-02,1.044569693851465253e+00,8.801708749559438161e-01,-2.936075632866018470e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.416905101648069376e+00,6.854456062167846753e+00,5.694327610744215562e+00,-3.042998650135664285e-02,1.045288219994376044e+00,8.978983486395141211e-01,-2.936075632866022467e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.516905101648069021e+00,6.833610037444808327e+00,5.718369334217814348e+00,-3.042998650135664285e-02,1.045763779122014014e+00,9.161379383683825317e-01,-2.936075632866022467e+00,0.000000000000000000e+00,0.000000000000000000e+00
